a3 0.28369,0.06396,-0.96777
g3 0.00000,0.00000,0.00000
e3 -16.57105,176.19739,-151.19849
a3 0.28369,0.06396,-0.96729
g3 0.00000,0.00000,-0.06098
e3 -16.56657,176.19376,-151.19922
a3 0.28320,0.06934,-0.96338
g3 0.00000,0.00000,-0.06098
e3 -16.56562,176.19278,-151.19838
a3 0.28662,0.05469,-0.96582
g3 -0.06098,-0.06098,-0.06098
e3 -16.56437,176.19615,-151.19958
a3 0.29590,0.06152,-0.96338
g3 0.00000,-0.06098,0.00000
e3 -16.56418,176.19777,-151.20161
a3 0.28174,0.06201,-0.96436
g3 0.06098,0.00000,0.06098
e3 -16.56260,176.19743,-151.20123
a3 0.29199,0.06299,-0.96289
g3 0.00000,0.00000,0.06098
e3 -16.56310,176.19762,-151.20015
a3 0.29199,0.06348,-0.96143
g3 -0.06098,-0.12195,0.00000
e3 -16.56091,176.19678,-151.19954
a3 0.28809,0.06738,-0.96143
g3 -0.06098,-0.06098,-0.06098
e3 -16.55830,176.19577,-151.19893
a3 0.28760,0.06689,-0.95459
g3 0.06098,0.00000,-0.06098
e3 -16.55975,176.19272,-151.19745
a3 0.28320,0.06836,-0.96289
g3 -0.06098,-0.18293,-0.12195
e3 -16.55933,176.19464,-151.19852
a3 0.29541,0.06299,-0.95605
g3 0.00000,0.00000,-0.12195
e3 -16.56381,176.19510,-151.19794
a3 0.28857,0.07666,-0.96533
g3 0.00000,0.00000,-0.06098
e3 -16.56738,176.19307,-151.19852
a3 0.28760,0.06982,-0.96777
g3 -0.06098,-0.06098,-0.18293
e3 -16.56652,176.19193,-151.19725
a3 0.28564,0.06396,-0.96582
g3 -0.06098,-0.06098,-0.06098
e3 -16.56700,176.18845,-151.19717
a3 0.28711,0.06543,-0.95508
g3 -0.06098,-0.18293,-0.06098
e3 -16.56744,176.18810,-151.19847
a3 0.29102,0.06445,-0.95947
g3 -0.06098,-0.12195,0.06098
e3 -16.56898,176.18399,-151.19734
a3 0.28857,0.06055,-0.96533
g3 0.00000,0.00000,0.00000
e3 -16.56831,176.18561,-151.20004
a3 0.29199,0.06738,-0.95605
g3 -0.12195,-0.06098,0.12195
e3 -16.57446,176.18684,-151.19986
a3 0.28320,0.06201,-0.96289
g3 0.06098,0.00000,-0.06098
e3 -16.56970,176.18848,-151.19997
a3 0.28369,0.06348,-0.96045
g3 -0.06098,-0.18293,-0.12195
e3 -16.56835,176.18997,-151.19850
a3 0.28516,0.06836,-0.96094
g3 0.00000,-0.06098,-0.06098
e3 -16.56649,176.19034,-151.19720
a3 0.28711,0.06006,-0.96533
g3 0.00000,0.00000,-0.06098
e3 -16.56548,176.18985,-151.19678
a3 0.28027,0.06201,-0.96533
g3 -0.06098,-0.06098,-0.06098
e3 -16.56248,176.19070,-151.19687
a3 0.28564,0.06689,-0.96289
g3 -0.06098,-0.06098,0.12195
e3 -16.55839,176.19202,-151.19853
a3 0.28809,0.07520,-0.95068
g3 -0.06098,-0.06098,-0.06098
e3 -16.55764,176.19180,-151.19875
a3 0.28809,0.05713,-0.97998
g3 0.00000,0.06098,0.06098
e3 -16.55893,176.19659,-151.20024
a3 0.28711,0.06152,-0.96143
g3 0.00000,0.00000,0.00000
e3 -16.55651,176.19571,-151.20012
a3 0.28369,0.06299,-0.97119
g3 -0.12195,-0.06098,-0.18293
e3 -16.55494,176.19696,-151.20114
a3 0.29053,0.06494,-0.95313
g3 -0.06098,-0.06098,-0.06098
e3 -16.55689,176.19603,-151.20157
a3 0.29053,0.06641,-0.95801
g3 -0.06098,-0.12195,-0.18293
e3 -16.55924,176.18805,-151.19922
a3 0.29541,0.05859,-0.94922
g3 -0.12195,-0.12195,0.06098
e3 -16.56173,176.19485,-151.20177
a3 0.29199,0.07080,-0.96582
g3 0.00000,0.00000,-0.06098
e3 -16.56389,176.19246,-151.19945
a3 0.28955,0.06592,-0.96094
g3 -0.06098,-0.06098,-0.18293
e3 -16.56682,176.19212,-151.19853
a3 0.28271,0.06641,-0.95459
g3 0.00000,0.00000,-0.06098
e3 -16.56580,176.19298,-151.19984
a3 0.28564,0.06445,-0.97168
g3 -0.06098,-0.18293,-0.06098
e3 -16.56473,176.19690,-151.20207
a3 0.27979,0.06836,-0.96484
g3 -0.06098,-0.12195,0.06098
e3 -16.56375,176.19569,-151.20088
a3 0.28760,0.07324,-0.97266
g3 -0.12195,-0.18293,-0.06098
e3 -16.56297,176.19562,-151.20062
a3 0.28516,0.06592,-0.97021
g3 0.06098,-0.12195,-0.06098
e3 -16.56157,176.19598,-151.19987
a3 0.28320,0.06299,-0.95947
g3 0.00000,-0.06098,-0.06098
e3 -16.56131,176.19679,-151.19940
a3 0.29004,0.06348,-0.96484
g3 0.00000,0.12195,-0.06098
e3 -16.56413,176.20047,-151.20120
a3 0.28516,0.07129,-0.94971
g3 0.06098,0.00000,0.06098
e3 -16.56619,176.19951,-151.20164
a3 0.29736,0.06592,-0.95313
g3 0.00000,0.00000,-0.12195
e3 -16.56512,176.19707,-151.19998
a3 0.28662,0.06348,-0.96143
g3 -0.06098,-0.12195,-0.12195
e3 -16.56532,176.19897,-151.20032
a3 0.28809,0.06396,-0.96826
g3 0.00000,-0.12195,0.00000
e3 -16.56329,176.19812,-151.20097
a3 0.28857,0.05762,-0.95557
g3 -0.06098,-0.12195,-0.06098
e3 -16.56373,176.19850,-151.20293
a3 0.29004,0.06445,-0.95947
g3 -0.06098,-0.12195,0.06098
e3 -16.56586,176.19597,-151.20444
a3 0.28857,0.06982,-0.96289
g3 -0.06098,-0.12195,0.18293
e3 -16.56371,176.19305,-151.20399
a3 0.28223,0.06445,-0.96338
g3 0.00000,0.00000,-0.06098
e3 -16.56374,176.19382,-151.20538
a3 0.28027,0.06836,-0.95654
g3 0.06098,0.06098,0.06098
e3 -16.56254,176.19707,-151.20686
a3 0.28271,0.06250,-0.96973
g3 -0.06098,0.00000,0.00000
e3 -16.56335,176.20029,-151.20799
a3 0.28223,0.06250,-0.96826
g3 0.12195,0.06098,-0.06098
e3 -16.56188,176.20073,-151.20837
a3 0.28369,0.06689,-0.96338
g3 0.00000,0.00000,-0.06098
e3 -16.55898,176.20189,-151.21136
a3 0.28613,0.06543,-0.96191
g3 -0.06098,-0.12195,0.00000
e3 -16.55885,176.20389,-151.21185
a3 0.29785,0.06152,-0.96289
g3 0.00000,-0.12195,0.00000
e3 -16.56352,176.20241,-151.21130
a3 0.28711,0.06787,-0.96045
g3 0.00000,0.00000,-0.12195
e3 -16.56266,176.20450,-151.21217
a3 0.28662,0.07129,-0.95850
g3 0.00000,0.00000,0.00000
e3 -16.56129,176.19987,-151.21039
a3 0.28516,0.06006,-0.95557
g3 0.00000,-0.06098,0.00000
e3 -16.56148,176.19835,-151.21100
a3 0.28369,0.06982,-0.97070
g3 -0.06098,-0.06098,0.00000
e3 -16.56186,176.19421,-151.21059
a3 0.28369,0.06885,-0.96436
g3 -0.06098,-0.12195,0.06098
e3 -16.56005,176.18961,-151.20975
a3 0.28320,0.06592,-0.97021
g3 0.00000,0.00000,-0.06098
e3 -16.55762,176.19208,-151.21135
a3 0.29102,0.05957,-0.97510
g3 -0.06098,-0.06098,0.06098
e3 -16.55683,176.19673,-151.21294
a3 0.28809,0.06152,-0.96973
g3 -0.06098,-0.06098,0.12195
e3 -16.55413,176.19397,-151.21231
a3 0.28613,0.06445,-0.96484
g3 -0.06098,-0.12195,0.06098
e3 -16.55422,176.19423,-151.21201
a3 0.28223,0.06445,-0.95654
g3 0.00000,0.00000,-0.06098
e3 -16.55451,176.19727,-151.21376
a3 0.28125,0.05908,-0.96289
g3 0.00000,0.00000,0.00000
e3 -16.55334,176.19861,-151.21385
a3 0.28711,0.06787,-0.97559
g3 0.00000,0.12195,0.00000
e3 -16.55296,176.19974,-151.21452
a3 0.28174,0.06152,-0.95508
g3 -0.12195,-0.06098,0.06098
e3 -16.55323,176.20247,-151.21530
a3 0.28760,0.07861,-0.94727
g3 -0.06098,-0.12195,-0.12195
e3 -16.55621,176.19739,-151.21509
a3 0.28369,0.07227,-0.96680
g3 -0.12195,-0.12195,0.00000
e3 -16.55326,176.19339,-151.21487
a3 0.29102,0.06885,-0.96289
g3 -0.06098,-0.12195,-0.06098
e3 -16.55070,176.19189,-151.21565
a3 0.28418,0.06689,-0.96143
g3 0.00000,0.00000,0.00000
e3 -16.54874,176.18967,-151.21631
a3 0.28271,0.06396,-0.96143
g3 0.00000,0.00000,0.00000
e3 -16.54965,176.18900,-151.21606
a3 0.29053,0.06689,-0.96729
g3 -0.06098,-0.06098,-0.06098
e3 -16.54869,176.18678,-151.21452
a3 0.28809,0.06689,-0.95752
g3 0.00000,0.00000,-0.18293
e3 -16.55334,176.18559,-151.21298
a3 0.28223,0.06348,-0.96338
g3 -0.06098,-0.12195,-0.06098
e3 -16.55216,176.18518,-151.21210
a3 0.29199,0.06201,-0.95850
g3 0.00000,0.06098,-0.12195
e3 -16.55564,176.18608,-151.21234
a3 0.29102,0.05322,-0.96875
g3 -0.06098,-0.06098,0.00000
e3 -16.55487,176.18692,-151.21223
a3 0.28418,0.06445,-0.95605
g3 -0.06098,-0.12195,0.06098
e3 -16.55302,176.18695,-151.21342
a3 0.28760,0.06934,-0.96680
g3 0.00000,0.12195,0.00000
e3 -16.55121,176.18529,-151.21307
a3 0.28516,0.06006,-0.96533
g3 -0.06098,-0.18293,-0.06098
e3 -16.54978,176.18657,-151.21477
a3 0.28711,0.06689,-0.96777
g3 0.00000,-0.06098,0.00000
e3 -16.55213,176.18625,-151.21451
a3 0.29248,0.06250,-0.95215
g3 -0.12195,0.00000,-0.06098
e3 -16.55223,176.18385,-151.21278
a3 0.28271,0.05908,-0.96240
g3 -0.06098,-0.12195,-0.06098
e3 -16.55051,176.18405,-151.21230
a3 0.28760,0.05615,-0.95752
g3 0.00000,-0.06098,-0.12195
e3 -16.55018,176.18367,-151.21289
a3 0.28076,0.06201,-0.97070
g3 -0.12195,-0.18293,-0.06098
e3 -16.54804,176.18652,-151.21541
a3 0.29492,0.06641,-0.96143
g3 0.00000,0.00000,0.00000
e3 -16.55200,176.18532,-151.21674
a3 0.29541,0.06006,-0.96826
g3 -0.06098,-0.06098,0.06098
e3 -16.55577,176.18732,-151.21646
a3 0.28125,0.06982,-0.96484
g3 0.06098,0.00000,-0.18293
e3 -16.55626,176.18674,-151.21716
a3 0.29150,0.06396,-0.96240
g3 0.00000,0.00000,0.00000
e3 -16.55384,176.18840,-151.21754
a3 0.28369,0.06885,-0.96924
g3 -0.18293,-0.12195,0.00000
e3 -16.54942,176.18671,-151.21649
a3 0.28418,0.06934,-0.95410
g3 -0.06098,-0.18293,-0.18293
e3 -16.54819,176.18233,-151.21548
a3 0.28857,0.06592,-0.95850
g3 -0.06098,-0.06098,0.00000
e3 -16.54833,176.18080,-151.21449
a3 0.29053,0.06494,-0.96191
g3 0.06098,0.06098,-0.18293
e3 -16.54693,176.18285,-151.21567
a3 0.28955,0.06201,-0.96582
g3 0.00000,0.00000,0.00000
e3 -16.54463,176.18394,-151.21613
a3 0.27979,0.06152,-0.95850
g3 -0.06098,-0.12195,-0.12195
e3 -16.54151,176.18723,-151.21669
a3 0.28906,0.06250,-0.96094
g3 0.12195,0.00000,0.00000
e3 -16.54363,176.18784,-151.21840
a3 0.28955,0.05615,-0.96533
g3 -0.12195,-0.06098,0.06098
e3 -16.54530,176.19313,-151.21965
a3 0.28320,0.07080,-0.95605
g3 -0.06098,-0.06098,-0.06098
e3 -16.54603,176.19325,-151.22076
a3 0.28223,0.06641,-0.97314
g3 0.00000,0.06098,0.06098
e3 -16.54407,176.19191,-151.22070
a3 0.28662,0.05859,-0.95264
g3 -0.06098,-0.12195,0.00000
e3 -16.54291,176.19267,-151.22282
a3 0.28418,0.06250,-0.95898
g3 -0.06098,-0.06098,0.00000
e3 -16.54334,176.19356,-151.22424
a3 0.28857,0.06787,-0.96924
g3 -0.06098,-0.06098,0.06098
e3 -16.54535,176.19322,-151.22542
a3 0.28271,0.06445,-0.96289
g3 -0.06098,-0.06098,0.06098
e3 -16.54638,176.19084,-151.22281
a3 0.27783,0.06836,-0.96484
g3 0.06098,0.00000,-0.12195
e3 -16.54039,176.19106,-151.22250
a3 0.28760,0.06592,-0.94629
g3 -0.06098,-0.06098,0.00000
e3 -16.54231,176.19093,-151.22269
a3 0.29199,0.06787,-0.94824
g3 0.00000,-0.12195,-0.06098
e3 -16.54790,176.18770,-151.22241
a3 0.28418,0.07080,-0.96045
g3 0.06098,0.00000,0.06098
e3 -16.54814,176.18887,-151.22264
a3 0.29102,0.07031,-0.95020
g3 0.00000,-0.06098,-0.12195
e3 -16.55047,176.18480,-151.21999
a3 0.29004,0.07568,-0.96240
g3 -0.06098,-0.06098,-0.12195
e3 -16.54925,176.17966,-151.21881
a3 0.28516,0.05859,-0.95947
g3 -0.06098,-0.06098,0.00000
e3 -16.55133,176.18167,-151.21915
a3 0.28564,0.05127,-0.96240
g3 0.00000,-0.06098,-0.12195
e3 -16.55167,176.18327,-151.22031
a3 0.28271,0.06348,-0.96777
g3 0.00000,0.00000,0.00000
e3 -16.55341,176.18533,-151.22086
a3 0.28760,0.06543,-0.95508
g3 0.00000,-0.06098,-0.12195
e3 -16.55328,176.18600,-151.22070
a3 0.28711,0.06396,-0.96191
g3 -0.06098,-0.18293,-0.06098
e3 -16.55232,176.18553,-151.22188
a3 0.27783,0.06201,-0.97266
g3 -0.06098,-0.12195,0.00000
e3 -16.54968,176.18730,-151.22267
a3 0.28613,0.06592,-0.96191
g3 -0.06098,0.00000,-0.12195
e3 -16.54876,176.18312,-151.22287
a3 0.29395,0.06055,-0.94922
g3 -0.06098,-0.06098,0.00000
e3 -16.54889,176.18446,-151.22342
a3 0.29053,0.06348,-0.96387
g3 0.12195,0.00000,0.00000
e3 -16.54897,176.18456,-151.22337
a3 0.28271,0.06689,-0.96289
g3 -0.06098,-0.12195,0.00000
e3 -16.54948,176.18576,-151.22386
a3 0.28662,0.06885,-0.96143
g3 0.00000,-0.12195,-0.06098
e3 -16.55215,176.18199,-151.22287
a3 0.28711,0.06348,-0.96191
g3 -0.06098,-0.06098,-0.06098
e3 -16.55220,176.18408,-151.22406
a3 0.28809,0.05225,-0.96582
g3 -0.06098,-0.18293,0.00000
e3 -16.55325,176.18613,-151.22455
a3 0.29199,0.06494,-0.97705
g3 0.00000,0.00000,0.06098
e3 -16.55212,176.18747,-151.22424
a3 0.29053,0.06494,-0.96240
g3 0.06098,-0.12195,-0.06098
e3 -16.55196,176.18991,-151.22446
a3 0.28857,0.06348,-0.95947
g3 0.00000,0.06098,-0.06098
e3 -16.55487,176.18822,-151.22571
a3 0.29053,0.06738,-0.97266
g3 -0.06098,-0.18293,-0.06098
e3 -16.55621,176.18761,-151.22592
a3 0.29541,0.06982,-0.95947
g3 0.06098,0.00000,0.00000
e3 -16.55725,176.18925,-151.22691
a3 0.28369,0.06396,-0.96094
g3 0.00000,-0.06098,0.00000
e3 -16.55646,176.18909,-151.22731
a3 0.28271,0.05762,-0.95508
g3 -0.06098,-0.12195,-0.06098
e3 -16.55553,176.19240,-151.22876
a3 0.28613,0.06201,-0.97656
g3 -0.06098,-0.12195,0.00000
e3 -16.55251,176.19574,-151.22992
a3 0.28613,0.05664,-0.95264
g3 -0.06098,-0.06098,0.00000
e3 -16.55126,176.19713,-151.23033
a3 0.28125,0.06934,-0.95459
g3 0.00000,-0.12195,-0.12195
e3 -16.55082,176.19273,-151.23091
a3 0.29004,0.06445,-0.96484
g3 -0.06098,-0.12195,0.12195
e3 -16.55203,176.19592,-151.23363
a3 0.27979,0.06689,-0.95947
g3 -0.06098,-0.06098,0.06098
e3 -16.54822,176.19630,-151.23352
a3 0.28564,0.06396,-0.96729
g3 0.06098,0.00000,0.00000
e3 -16.54680,176.19547,-151.23383
a3 0.28760,0.06250,-0.95947
g3 -0.06098,-0.18293,0.06098
e3 -16.54841,176.19095,-151.23296
a3 0.27930,0.06543,-0.97021
g3 -0.06098,-0.06098,0.06098
e3 -16.54319,176.19183,-151.23378
a3 0.28516,0.06152,-0.95703
g3 0.06098,-0.06098,-0.06098
e3 -16.54131,176.19310,-151.23445
a3 0.29639,0.05664,-0.97363
g3 0.00000,0.06098,0.06098
e3 -16.54353,176.18796,-151.23253
a3 0.27686,0.07227,-0.96094
g3 -0.06098,-0.12195,-0.06098
e3 -16.53555,176.18448,-151.22993
a3 0.29395,0.06494,-0.96045
g3 -0.12195,-0.18293,-0.18293
e3 -16.53732,176.18069,-151.22989
a3 0.28174,0.06787,-0.95703
g3 -0.06098,-0.06098,0.12195
e3 -16.53646,176.18056,-151.22964
a3 0.28857,0.06494,-0.95264
g3 -0.12195,-0.12195,0.06098
e3 -16.54092,176.17973,-151.22952
a3 0.28613,0.07227,-0.96191
g3 -0.06098,-0.06098,-0.06098
e3 -16.54258,176.17735,-151.22949
a3 0.28955,0.06055,-0.95654
g3 0.06098,0.00000,-0.06098
e3 -16.53984,176.17841,-151.22939
a3 0.29492,0.06592,-0.96338
g3 0.06098,0.00000,-0.06098
e3 -16.54368,176.17903,-151.22952
a3 0.29688,0.06934,-0.95898
g3 0.06098,0.00000,-0.06098
e3 -16.54466,176.18082,-151.22960
a3 0.27588,0.06201,-0.96387
g3 -0.06098,-0.06098,0.12195
e3 -16.54357,176.18314,-151.23059
a3 0.28857,0.05762,-0.95605
g3 0.00000,0.00000,-0.06098
e3 -16.54252,176.18611,-151.23091
a3 0.28857,0.06348,-0.96680
g3 0.06098,0.06098,0.00000
e3 -16.54330,176.18681,-151.23083
a3 0.29346,0.06055,-0.96777
g3 -0.06098,-0.06098,-0.12195
e3 -16.54489,176.18848,-151.23041
a3 0.29102,0.06250,-0.96777
g3 -0.06098,-0.06098,-0.12195
e3 -16.54665,176.18622,-151.23019
a3 0.29590,0.05811,-0.96045
g3 -0.12195,-0.06098,0.06098
e3 -16.54684,176.18806,-151.23038
a3 0.28125,0.06836,-0.95117
g3 -0.06098,-0.06098,-0.12195
e3 -16.54693,176.18529,-151.22913
a3 0.28906,0.06494,-0.96777
g3 -0.06098,-0.12195,-0.12195
e3 -16.54748,176.18497,-151.22968
a3 0.28369,0.06445,-0.96191
g3 0.06098,0.00000,0.06098
e3 -16.54740,176.18716,-151.23061
a3 0.28613,0.06934,-0.96289
g3 0.06098,0.00000,-0.12195
e3 -16.54790,176.18727,-151.23137
a3 0.28125,0.06494,-0.96729
g3 0.06098,0.06098,0.06098
e3 -16.54640,176.18484,-151.23055
a3 0.28809,0.06641,-0.96875
g3 0.00000,0.00000,-0.06098
e3 -16.54789,176.18019,-151.22862
a3 0.28271,0.06592,-0.95410
g3 -0.06098,0.06098,-0.06098
e3 -16.54729,176.17818,-151.22995
a3 0.29004,0.06592,-0.96875
g3 -0.12195,-0.18293,0.06098
e3 -16.54861,176.17723,-151.22861
a3 0.29102,0.06836,-0.96729
g3 -0.06098,-0.12195,-0.12195
e3 -16.54708,176.17436,-151.22726
a3 0.28320,0.06641,-0.96240
g3 -0.06098,-0.12195,0.00000
e3 -16.54626,176.17076,-151.22646
a3 0.29199,0.06689,-0.94824
g3 -0.12195,-0.06098,0.06098
e3 -16.54808,176.16971,-151.22528
a3 0.28564,0.06348,-0.95117
g3 0.06098,0.00000,-0.12195
e3 -16.55152,176.17162,-151.22644
a3 0.27930,0.06543,-0.95557
g3 -0.06098,-0.12195,0.12195
e3 -16.54690,176.17528,-151.22775
a3 0.29004,0.06055,-0.96143
g3 0.06098,0.00000,-0.06098
e3 -16.54809,176.17558,-151.22772
a3 0.28809,0.06543,-0.96973
g3 -0.06098,-0.06098,-0.06098
e3 -16.54645,176.17488,-151.22720
a3 0.28564,0.07275,-0.97314
g3 0.00000,0.00000,0.00000
e3 -16.54977,176.17270,-151.22594
a3 0.28174,0.05957,-0.96094
g3 0.00000,0.00000,-0.06098
e3 -16.54742,176.17526,-151.22610
a3 0.28564,0.06445,-0.95313
g3 0.00000,0.00000,-0.12195
e3 -16.54873,176.17525,-151.22604
a3 0.28516,0.06641,-0.96045
g3 0.00000,0.06098,-0.18293
e3 -16.55019,176.17253,-151.22603
a3 0.28076,0.06494,-0.94971
g3 -0.06098,-0.06098,0.06098
e3 -16.54610,176.17023,-151.22472
a3 0.27734,0.06641,-0.96387
g3 -0.06098,-0.06098,-0.12195
e3 -16.54263,176.17015,-151.22533
a3 0.28320,0.06738,-0.97412
g3 0.00000,0.00000,0.00000
e3 -16.54132,176.17105,-151.22740
a3 0.28271,0.05908,-0.96729
g3 0.06098,0.00000,0.12195
e3 -16.54097,176.17209,-151.22803
a3 0.28320,0.07080,-0.96680
g3 -0.06098,0.00000,0.00000
e3 -16.54167,176.16991,-151.22798
a3 0.28857,0.06641,-0.95703
g3 -0.06098,-0.12195,-0.06098
e3 -16.54408,176.17062,-151.22752
a3 0.28271,0.06445,-0.96387
g3 0.00000,0.00000,0.00000
e3 -16.54302,176.16983,-151.22722
a3 0.28369,0.06152,-0.94824
g3 0.06098,0.00000,-0.06098
e3 -16.54618,176.17062,-151.22746
a3 0.28906,0.06494,-0.95605
g3 0.00000,0.06098,-0.12195
e3 -16.54880,176.17044,-151.22694
a3 0.28809,0.06592,-0.96240
g3 0.00000,-0.06098,-0.06098
e3 -16.55066,176.17099,-151.22658
a3 0.29395,0.05859,-0.96143
g3 0.00000,0.12195,-0.12195
e3 -16.55441,176.17230,-151.22612
a3 0.28516,0.06445,-0.95654
g3 0.00000,0.00000,-0.18293
e3 -16.55996,176.17273,-151.22850
a3 0.28271,0.06592,-0.95703
g3 0.00000,0.06098,0.06098
e3 -16.55829,176.17210,-151.22913
a3 0.28174,0.06934,-0.95752
g3 0.00000,0.00000,0.00000
e3 -16.55526,176.17233,-151.22951
a3 0.29004,0.06006,-0.95459
g3 -0.06098,-0.12195,0.00000
e3 -16.55809,176.17514,-151.23172
a3 0.28564,0.06396,-0.95801
g3 -0.06098,-0.06098,0.12195
e3 -16.55647,176.17422,-151.23262
a3 0.28711,0.06641,-0.96582
g3 -0.12195,-0.06098,0.06098
e3 -16.55801,176.17216,-151.23219
a3 0.29297,0.06055,-0.96680
g3 0.00000,0.00000,-0.06098
e3 -16.56010,176.17267,-151.23384
a3 0.29150,0.05664,-0.96240
g3 0.00000,0.00000,0.00000
e3 -16.55914,176.17606,-151.23650
a3 0.27979,0.06250,-0.97021
g3 0.00000,0.00000,0.00000
e3 -16.55793,176.17574,-151.23610
a3 0.27734,0.07080,-0.95313
g3 0.00000,0.00000,-0.06098
e3 -16.55711,176.17468,-151.23639
a3 0.28125,0.06738,-0.95947
g3 0.06098,0.00000,0.06098
e3 -16.55485,176.17259,-151.23523
a3 0.29004,0.06445,-0.96484
g3 0.00000,-0.06098,-0.06098
e3 -16.55531,176.17273,-151.23622
a3 0.28369,0.06299,-0.96094
g3 -0.06098,-0.06098,0.12195
e3 -16.55494,176.17422,-151.23668
a3 0.29053,0.06689,-0.95508
g3 -0.06098,-0.06098,-0.12195
e3 -16.55792,176.17348,-151.23795
a3 0.27588,0.06201,-0.95557
g3 0.00000,0.00000,0.00000
e3 -16.55809,176.17322,-151.23801
a3 0.28711,0.06738,-0.95313
g3 -0.06098,-0.06098,-0.06098
e3 -16.55867,176.17130,-151.23700
a3 0.28174,0.06299,-0.96045
g3 -0.06098,-0.12195,0.00000
e3 -16.55756,176.17384,-151.23885
a3 0.28027,0.06201,-0.94922
g3 -0.06098,-0.12195,0.00000
e3 -16.55593,176.17299,-151.23700
a3 0.28857,0.06592,-0.95947
g3 0.00000,0.00000,0.00000
e3 -16.55390,176.17346,-151.23730
a3 0.27832,0.06201,-0.95459
g3 0.00000,0.00000,-0.12195
e3 -16.55239,176.17296,-151.23732
a3 0.28125,0.06152,-0.96387
g3 -0.06098,-0.18293,-0.06098
e3 -16.55310,176.17616,-151.23938
a3 0.29102,0.05762,-0.95459
g3 0.00000,0.00000,0.06098
e3 -16.55061,176.18010,-151.23891
a3 0.28711,0.06641,-0.96289
g3 0.06098,0.00000,0.06098
e3 -16.55237,176.18063,-151.23869
a3 0.29199,0.05762,-0.95752
g3 -0.06098,-0.12195,-0.12195
e3 -16.55112,176.18257,-151.23866
a3 0.28613,0.06494,-0.98535
g3 -0.06098,-0.06098,-0.06098
e3 -16.54948,176.17969,-151.23863
a3 0.29346,0.06055,-0.95117
g3 -0.06098,-0.06098,0.00000
e3 -16.55171,176.18236,-151.23959
a3 0.27881,0.05615,-0.96045
g3 0.00000,-0.06098,-0.12195
e3 -16.55207,176.18106,-151.23763
a3 0.28760,0.06494,-0.96240
